entry_num,name_arabic,family_type,death_text,places,roles,texts,word_count,full_arabic_text
496,( عائشة ) ابنة الكمال محمد بن عبد الواحد بن الهمام . وتزوجها البدر,wife,,Makkah,,,95,"$ 496 ( عائشة ) ابنة الكمال محمد بن عبد الواحد بن الهمام . وتزوجها البدر
البنهاوي اخو ناصر الدين بن أصيل لأمه فولدت له ، وحجت هي وزوجها مع ابيها
في موسم سنة ست وخمسين وأظنها رجعت مع زوجها ولم تكن مجاورة مع ابيها .
ولما مات البنهاوي تزوج بها البهاء بن المحرقي ثم فارقها وتعبت بسبب ولدها
من الأول سيما بعد موت عبد الوهاب الهمامي وقدمت مكة في موسم سنة ثمان
وتسعين فجاورت التي تليها وقدمت عليها امها فاطمة ابنة أبي الخير بحرا فلم
تلبث ان ماتت بعد يومين كما سيأتي PageV12P081 ."
730,( كمالية ) الصغرى ابنة علي بن أحمد بن عبد العزيز أم كمال ابنة,,سبع وستين,Makkah,"ijaza_granter,ijaza_recipient",,95,"$ 730 ( كمالية ) الصغرى ابنة علي بن أحمد بن عبد العزيز أم كمال ابنة
النور العقيلي النويرى المكي والدة المحب أحمد بن محمد . ولدت في سنة
اثنتين وثمانين وسبعمائة أو التي قبلها بمكة ، وأجاز لها النشاورى وابن
حاتم والصردى وابن خلدون وابن عرفة وابن العلائي وابن الذهبي وابن الملقن
والبلقينى وابن صديق والتنوخى وجماعة ، وتزوجت بقريبها العز بن المحب
النويرى ثم بأبى البركات بن ظهيرة واستولدها كل منهما ، أجازت لنا ، وسقطت
من سطح دارها فماتت شهيدة وذلك في ليلة ثامن ذي الحجة سنة سبع وستين بمكة
ودفنت بالمعلاة"
751,( ليلى ) ابنة محمود بن طوغان الحلبية ، تزوجها شيخنا بحلب في سنة ست,wife,,"Cairo,Aleppo",,,95,"$ 751 ( ليلى ) ابنة محمود بن طوغان الحلبية ، تزوجها شيخنا بحلب في سنة ست
وثلاثين وهي ذات ولدين بالغين ، وقدمت عليه القاهرة ثم رجعت إلى بلدها ثم
عادت فأقامت في عصمته حتى مات عنها ، وتزوجت عدة أزواج ثم ماتت في منتصف
رجب سنة احدى وثمانين وقد قاربت الثمانين سامحها الله . وهي المشار اليها
في قول شيخنا :
# %~% رحلت وخلفت الحبيب بداره %~% برغمي ولم أجنح إلى غيره ميلا %~%
# %~% أشاغل نفسي بالحديث تعللا %~% نهاري وفي ليلي أحن إلى ليلى %~% 
### || حرف الميم"
998,( أم الهدى ) ابنة أبى الفتح محمد بن أحمد بن أبي عبد الله محمد بن,mother/kunya,,"Makkah,Fez","ijaza_granter,ijaza_recipient",,95,"$ 998 ( أم الهدى ) ابنة أبى الفتح محمد بن أحمد بن أبي عبد الله محمد بن
محمد بن عبد الرحمن الحسني الفاسي الأصل المكي وتسمى زينب . ولدت بمكة ؛
وأجاز لها في سنة ثمان وثمانين فما بعدها أبوها والنشاوري والصردي وابن
حاتم والتنوخي وابن أبى المجد وابن الذهبي وابن العلائي وابنة ابن المنجا
وفاطمة ابنة ابن عبد الهادي والبلقيني والعراقي والهيثمي وابن الملقن
والعاقولي وابن عرفة وآخرون , أجازت لنا . وماتت بعد أن أضرت سنين في عشاء
ليلة الجمعة العشرين من شعبان سنة خمس وخمسين بمكة ودفنت بالمعلاة عند
أهلها ."
859,( أم الحسين ) ابنة أبي الفضل العباس بن أبي المكارم محمد بن ms4388 أبي,mother/kunya,ثلاث وسبعين,Makkah,ijaza_recipient,,94,"$ 859 ( أم الحسين ) ابنة أبي الفضل العباس بن أبي المكارم محمد بن ms4388 أبي
البركات محمد بن أبي السعود محمد بن حسين بن علي بن أحمد بن عطية بن ظهيرة
القرشي المكية الماضي شقيقها عبد الله ، وأمهما أم هانئ ابنة علي بن أبي
البركات . ولدت سنة ثمان وثلاثين وثمانمائة بمكة ، وأجاز لها زينب ابنة
اليافعي وسارة ابنة ابن جماعة والزين الزركشى وابن الفرات وابن ناظر
الصاحبة والعلاء بن بردس ، وتزوجها الشرف أبو القسم وأولدها أبا المكارم
وغيره ، وماتت في ربيع الاول سنة ثلاث وسبعين بمكة ."
1033,( ابنة الشيخ محمد ) الخواجا ابن الشهاب أحمد بن قاوان زوج الشريف,wife,,Cairo,,,94,"$ 1033 ( ابنة الشيخ محمد ) الخواجا ابن الشهاب أحمد بن قاوان زوج الشريف
إسحاق الماضي وأبوها وجدها ؛ ماتت في ليلة الأربعاء تاسع عشري ذي القعدة
سنة اثنتين وثمانين بالقاهرة وأخرجت جنازتها من الغد فلم يتخلف عنها كبير
أحد ودفنت بالقرب من المشهد النفيسي ونقلت بعد أسبوع إلى قبة الخلفاء
المجاورة للضريح عند أم العزي عبد العزيز الذي صار بعد الخليفة وحصل للمكان
ولأهله ولمجاوريه والمتحدثين عليه بسببها من قبل أبيها ما يفوق الوصف وكانت
أوقات طيبة بل أعطى مالا كثيرا لعمارة المشهد وجهاته ms4418 وشرع في ذلك بعد عوضها
الله الجنة"
231,( زينب ) ابنة القاضي ms4267 المحب أحمد بن الجمال محمد بن عبد الله بن,,ثلاث وستين,Makkah,ijaza_recipient,,92,"$ 231 ( زينب ) ابنة القاضي ms4267 المحب أحمد بن الجمال محمد بن عبد الله بن
ظهيرة بن أحمد بن عطية بن ظهيرة القرشية المكية أمها حبشية لأبيها ، ولدت
توءما مع أخيها أبي البقاء محمد في جمادى الآخرة سنة أثنتى عشرة وثمانمائة
بمكة وأحضرت على الزين المراغى ؛ وأجاز لها عائشة ابنة ابن عبد الهادى
والمجد اللغوى وابن طولوبغا والولي العراقي وجماعة ، وتزوجها ابن عمها أحمد
بن أبي بكر والد سميتها التي مضت قريبا فولدت له أولادا وتأيمت بعد موته
حتى ماتت بمكة في ربيع الآخر سنة ثلاث وستين"
254,( زينب ) ابنة النور على بن الشهاب أحمد بن أبي بكر بن خلد السدرشي,,اثنتين وتسعين,Egypt,,,92,"$ 254 ( زينب ) ابنة النور على بن الشهاب أحمد بن أبي بكر بن خلد السدرشي
الأصل القاهري الماضي أبوها ويعرف بابن الإمام وأمها سبطة الشيخة خلف
الطوخي . تزوجها ابن عمها البدر السعدي الذي صار قاضي الحنابلة بمصر
وأستولدها أولادا تأخر منهم بعدها صلاح الدين محمد وفاطمة ، وحجت مع أبيها
ومعه موسميا ؛ وماتت تحته في ذي الحجة سنة اثنتين وتسعين عن أزيد من خمسين
وكان لها مشهد حافل ودفنت بتربة أبيها بسوق الدريس خارج باب النصر وتأسفنا
عليها فقد كانت عاقلة مدبرة متوددة صابرة قانعة عوضها الله الجنة"
289,( زينب ) ابنة الجلال أبي السعادات محمد بن أبي البركات ابنة عم,,,"Makkah,Fez",ijaza_recipient,,92,"$ 289 ( زينب ) ابنة الجلال أبي السعادات محمد بن أبي البركات ابنة عم
الآتي قبلها شقيقه عبد الكريم الرافعي أمهما الشريفة سعادة ابنة أبي السرور
الفاسي وأم الجمال أبي السعود محمد الماضي . ولدت في ربيع الأول سنة اثنتين
وأربعين وثمانمائة بمكة وأجاز لها الزركشي وابن الفرات وابن ناظر الصاحبة
والعلاء بن بردس وأبو جعفر بن العجمي وآخرون ، وتزوجها ابن عمها البرهاني
بن ظهيرة في ربيع الأول سنة ثمان وخمسين فولدت له المشار اليه . وماتت في
ربيع الآخر PageV12P048 سنة اثنتين وستين رحم الله شبابها وعوضها الجنة ."
350,( ستيتة ) ابنة السعدي إبراهيم بن عبد الغني بن شاكر بن ماجد بن الجيعان وأمها تركية .,,,"Makkah,Madinah",,,92,"$ 350 ( ستيتة ) ابنة السعدي إبراهيم بن عبد الغني بن شاكر بن ماجد بن الجيعان وأمها تركية .
تزوجها سعد الدين إبراهيم بن مخاطة واستولدها ابنة أحمد فمات وترك ابنه
الكمال محمد فتعبت جدته سيما حين جاور معها في سنة أربع وتسعين وكذا تعب
غيرها من قبله وقد جاورت عدة سنين بمكة ثم بالمدينة سنة مع زوج أمها أبي
الجود وعادت لمكة ثم رجعت في موسم سنة ست وتسعين وتوجهت لزيارة بيت المقدس
في سنة ثمان وتسعين فبلغنا أنها توفيت فيها هناك بعد صوم رمضان وكانت رئيسة
مباركة رحمها الله"
404,( سول ) ربيت في دار الظاهر برقوق وعنى بها حتى تأدبت ثم صارت وهي,,أربع وعشرين,Makkah,,,92,"$ 404 ( سول ) ربيت في دار الظاهر برقوق وعنى بها حتى تأدبت ثم صارت وهي
PageV12P066 ابنة نحو خمس عشرة سنة في بكارتها للمقريزى سنة تسع وتسعين
وسبعمائة قال فبلوت منها أدبا ومعرفة بفنون منها الكتابة وضرب الرمل ، ثم
خرجت عن ملكه وصارت لمكة وأتت من مولاها بأولاد واشتهرت بسيادة ونبل ورأي
وتدبير وافضلا حتى ماتت في صفر سنة أربع وعشرين ودفنت بالمعلاة . ذكرها
سيدها الأول في عقوده وأنشد عنها أبياتا أولها :
# %~% تعلمت ضرب الرمل لما هجرتهم %~% لعلى أرى شكلا يدل على الوصل %~%"
491,( عائشة ) ابنة القاضي أبي البقاء محمد بن أحمد بن الضياء محمد بن,,خمس وسبعين,"Makkah,Cairo",,,92,"$ 491 ( عائشة ) ابنة القاضي أبي البقاء محمد بن أحمد بن الضياء محمد بن
محمد بن سعيد المكي الحنفي . ولدت في ذي الحجة سنة اثنتين وأربعين ،
وتزوجها أبو السعود بن الاقصراني بمكة في سنة سبع وستين وسافر بها معه إلى
القاهرة في موسمها وأولدها ثم فارقها في سنة اثنتين وسبعين ورجعت فيها لمكة
مع أخيها الشهاب أحمد ثم تزوجها إسماعيل بن فارس في سنة أربع وسبعين بمكة
ثم فارقها وتأيمت حتى ماتت في يوم الأربعاء ثامن ذي الحجة سنة خمس وسبعين
بمنى وحملت إلى المعلاة فدفنت عند أهلها"
834,( أم الحسن ) ابنة الغرس خليل بن أحمد بن جمعة الحسيني - اصلها سكنا,mother/kunya,,Damascus,,,92,"$ 834 ( أم الحسن ) ابنة الغرس خليل بن أحمد بن جمعة الحسيني - اصلها سكنا
- ثم القاهري شقيقة الشمس محمد الماضي وابوهما . ولدت في سنة عشر وثمانمائة
، وتزوجها ابن عمها أبو السعود إبراهيم بن الشهاب الحسيني ثم غيره ولم تكن
محظوظة من الازواج ، وممن تزوجها المحب بن سالم تزيل دمشق الآن . ماتت بعد
أن اوصت بالحج عنها في ليلة الثلاثاء سادس عشرى ربيع الآخر سنة ثمانين وصلى
عليها من الغد بجامع الزاهد في طائفة حسنة ودفنت بالحوش المجاور لضريح صاحب
الجامع رحمها الله وعوضها الجنة"
923,( أم كلثوم ) ابنة البرهان إبراهيم بن أحمد بن محمد بن أحمد,mother/kunya,أربع,"Makkah,Fez",,,92,"$ 923 ( أم كلثوم ) ابنة البرهان إبراهيم بن أحمد بن محمد بن أحمد
الاردبيلى المكي . تزوجها الرضى محمد بن أحمد بن الرضى الطبري فولدت له أم
الأمان فاطمة ثم بعد موته أبو بكر بن علي بن عبد الله الطواشي فولدت له
أحمد ؛ ثم المحب محمد أخو الزوج الاول وولدت له وجمع بينها وبين أم الحسن
ابنة أبي العباس بن عبد المعي مدة ثم جنت أم كلثوم ولم تتزوج بعده أبدا حتى
ماتت في شوال سنة أربع عشرة بمكة ودفنت بالمعلاة ، وكان فيها خير ودين .
ذكرها الفاسي"
219,( زليخا ) ابنة إبراهيم بن محمد بن أحمد أم الفضل وأم إبراهيم ابنة,,سبعين وسبعمائة,Bukhara,"hadith_transmitter,reader,righteous",,91,"$ 219 ( زليخا ) ابنة إبراهيم بن محمد بن أحمد أم الفضل وأم إبراهيم ابنة
البرهان PageV12P037 الشنويهى ثم القاهرى الشافعي الماضي وأخت زينب الآتية
وأمهما هي عائشة ابنة عبد الرحمن ابن امام البيرسية الرجل الصالح الياس
العجمى المتوفي تقريبا سنة سبعين وسبعمائة ، احضرت في الرابعة سنة ثمان
وتسعين على الحافظين العراقي والهيثمي بعض السنن لابي داود وعليهما وعلى
التنوخى الختم من البخارى وعلى ابن أبي المجد معظمه وحدثت باليسير قرأت
عليها أحاديث وكانت صالحة تقرأ يسيرا من القرآن . ماتت في أحد الربيعين سنة
سبع وستين رحمها الله"
561,( فاطمة ) ابنة أمير مكة الشريف ثقبة بن رميثة بن أبي نمى أم محمد,,سبع وعشرين,"Makkah,Fez",,,91,"$ 561 ( فاطمة ) ابنة أمير مكة الشريف ثقبة بن رميثة بن أبي نمى أم محمد
الحسنية المكية . تزوجها الشريف أحمد بن عجلان فولدت له محمدا الذي ولى
إمرة مكة وغيره ومات عنها فتزوجها على بن عجلان بن رميثة ومات عنها ثم
الشريف حسن بن عجلان . وكانت كثيرة الرياسة والحشمة والثروة واليسار والقرى
للضيفان وإكرامهم . ماتت في ليلة ثامن عشرى رمضان سنة سبع وعشرين ودفنت
بالمعلاة عن سبعين سنة أو قريبها وأوصت لعتقائها بأصلة حسنة وغيرها ، ولم
تخلف بعدها مثلها في الرياسة والحشمة . ذكرها الفاسي"
707,( قفجق ) ابنة عبد الله بن أحمد بن محمد بن,,ثلاث وثلاثين,Aleppo,"hadith_transmitter,ijaza_granter,ijaza_recipient",,91,"$ 707 ( قفجق ) ابنة عبد الله بن أحمد بن محمد بن
هاشم بن عبد الواحد بن أبي حامد بن عشائر السلمية الحلبية أخت فاطمة
الماضية . ولدت في سنة سبع وسبعين وسبعمائة ، وأجاز لها الصلاح بن أبي عمر
وجويرية والجمال الباجي والصردى ورسلان الذهبي ومحمد بن عمر بن قاضي شهبة
والحراوى والشمس العسقلاني المقرى والمحب الصامت ، وحدثت سمع منها الفضلاء
كابن موسى والابى في سنة خمس عشرة ، وذكرها شيخنا في معجمه وسماها قفجاق
وقال أجازت في استدعاء رابعة انتهى ؛ وماتت في شوال سنة ثلاث وثلاثين"
890,( أم الخير ) ابنة القاضي الفاضل الشهاب أحمد بن عيسى بن محمد بن,mother/kunya,,,"ijaza_recipient,memorizer",,91,"$ 890 ( أم الخير ) ابنة القاضي الفاضل الشهاب أحمد بن عيسى بن محمد بن
عبد الله ابن سعيد بن عامر بن جابر أخت أم الحسين الماضية وتعرف بابنة ابن
مكينة ، ولدت قبل سنة عشر وثمانمائة بالمليسا وحفظت القرآن وتلت به لنافع
على أبيها ودامت حافظة له ، ولقيها البقاعي في صفر سنة وأربعين وثمانمائة
بقرية العبلا من وادي لية وقرأ عليها هناك شيئا وقال إنها متزوجة بها كاتبة
قارئة فاضلة أجاز لها جماعة ذكر بعضهم في أختها وبعضهم في أخيها محمد منهم
ابن سلامة ، ماتت في PageV12P143"
925,( أم كلثوم ) ابنة المحب أحمد بن أبي السعادات محمد بن أبي البركات,mother/kunya,خمس وثمانين,"Makkah,Yemen",ijaza_recipient,,91,"$ 925 ( أم كلثوم ) ابنة المحب أحمد بن أبي السعادات محمد بن أبي البركات
محمد بن أبي السعود محمد ms4400 بن حسين بن علي بن أحمد بن عطية بن ظهيرة القرشية
شقيقة أبي اليمن محمد واخوته . ولدت في المحرم سنة ثلاث وخمسين وأمها زينب
ابنة النجم المرجاني . وأحضرت على أبي الفتح المراغي ؛ وأجاز لها أبو جعفر
بن العجمي وآخرون ، وتزوجها ابن عم ابيها أبو بكر بن أبي السعود وأولدها ست
قريش ومات عنها ثم ماتت بعده بأقل من شهر في رجب سنة خمس وثمانين بمكة"
79,( بيرم ) ابنة أحمد بن محمد بن أحمد بن سرور الديرواطية المالكية .,,,Makkah,reader,,90,"$ 79 ( بيرم ) ابنة أحمد بن محمد بن أحمد بن سرور الديرواطية المالكية .
كان أبوها يقرأ القرآن ويخالط الفقهاء فنشأت هي كذلك ، بل تلت بالسبع على
الشمس ابن الصائغ ، وأكملت الجمع على ابنته فاطمة ، ودخلت مع أبيها بيت
المقدس فقرأت على من به من الشيوخ ووعظت النساء ومن محافيظها العمدة وأربعى
النووى والشاطبيتين والبردة وعقيدة الغزالى وغير ذلك وأكثرت من مطالعة رياض
الصالحين وطهارة القلوب ورسالة ابن أبى زيد وغيرها وكذا دخلت مكة ودمياط
وغيرها وتزوجها شيخ البلد أحمد بن تريمس فتغير حالها بمخالطته"
747,( لطيفة ) ابنة البدر محمد ابن شيخنا الشهاب أبي الفضل أحمد بن علي,,,,,,90,"$ 747 ( لطيفة ) ابنة البدر محمد ابن شيخنا الشهاب أبي الفضل أحمد بن علي
بن محمد بن محمد بن حجر . ولدت في ذي القعدة سنة ست وثلاثين وثمانمائة ،
واستجاز ms4367 لها جدها وغيره خلقا ، وعاشت حتى تزوجها يوسف بن الشرف يحيى ابن
بنت الملكي في حياة جدها وحضرنا معه في الوليمة قبيل موته بقليل . ومات
شهيدة في رجب سنة أربع وخمسين بعد أن حجت مع أبويها وزوجها ؛ ودفنت بتربة
قريبة لتربة صوفية البيبرسية ثم نقلت بعد مدة إلى تربة جوشن عوضها الله
الجنة"
894,( أم الخير ) ابنة عبد الوهاب بن العفيف عبد الله بن أسعد اليافعي,mother/kunya,ثلاث وعشرين,"Makkah,Fez",,,90,"$ 894 ( أم الخير ) ابنة عبد الوهاب بن العفيف عبد الله بن أسعد اليافعي
المكية ، أمها زينب ابنة أبي الخير بن أبي عبد الله الحسني الفاسي . تزوجها
ابن خالها أبو عبد الله بن عبد الرحمن الفاسي في سنة تسعين ثم طلقها بعد
سنين وتزوجها التاج السمنودي ثم طلقها فتزوجها أبو الخير بن عبد الرحمن
الفاسي ثم أخوه أبو عبدالله في سنة ست وثمانمائة ومات عنها فلم تلبث أن
توفيت قبل انقضاء عدتها في ثالث عشري جمادى الآخرة سنة ثلاث وعشرين بمكة
ودفنت بالمعلاة . ذكرها الفاسي"
24,( أبرك ) السنين المولدة مولاة أهلى ملكتها بعد اثنتين وسبعين ومعها,,,"Makkah,Madinah,Fez",,,89,"$ 24 ( أبرك ) السنين المولدة مولاة أهلى ملكتها بعد اثنتين وسبعين ومعها
ولد فاستمرت في خدمتنا وجاورت معنا بعد الثمانين بمكة والمدينة ثم ماتت في
مجاورتنا التي تليها آخر يوم الأحد سادس عشرى ذى الحجة سنة ثلاث وتسعين
وصلى عليها عقب صبح يوم الاثنين عند باب الكعبة ثم دفنت بالمعلاة خلف قبور
بنى ابن فهد وشهدها الحنبلى وابن فهد ومعمر والعراقى وابنه وابن أخيه
والجمالان الكرمانى وابن الرضى وموسى الطاهرى والسيد مرشد وخلق عوضها الله
وإيانا الجنة فقد كانت ظابطة لبيتنا قانعة صافية رحمها الله وغفر لها"
327,( ست العراق ) ابنة الشهاب أحمد بن ناصر الدين محمد بن التقي محمد بن,sitt (lady),,"Makkah,Egypt","hadith_transmitter,ijaza_recipient,reader,virtuous","مسلم,الأربعين",89,"$ 327 ( ست العراق ) ابنة الشهاب أحمد بن ناصر الدين محمد بن التقي محمد بن
حسين بن مسلم البالسى المصرى ابنة أخى تجار الماضية وزوج ناصر الدين بن
مسلم أجاز لها في سنة سبع وتسعين فما بعدها الصدر المناوى والزين العراقى
وابن الشيخة والتنوخى والبرهان الأمدى ومريم الأذرعية وأخوها الشمس محمد
وأبو هريرة بن الذهبي والشهاب أبو العباس أحمد بن أبي بكر بن العز وخلق ،
وحدثت باليسير قرأت عليها الأربعين لشيخنا أبي هريرة وكانت خيرة . ماتت في
شعبان سنة سبع وستين بمكة . رحمها الله"
419,( شمس الملوك ) ابنة ناصر الدين محمد بن العماد إبراهيم بن أبي بكر,,ثلاث,Damascus,"hadith_transmitter,hadith_student",مسلم,89,"$ 419 ( شمس الملوك ) ابنة ناصر الدين محمد بن العماد إبراهيم بن أبي بكر
بن يعقوب ابن العادل بن أيوب الدمشقية ، ولدت بعد الثلاثين وسبعمائة وأحضرت
على المزى ومحمد بن أبي بكر بن أحمد بن عبد الدائم وعبد الرحمن وأحمد ابني
إبراهيم بن أبي اليسر وعائشة ابنة محمد بن المسلم في آخرين وأسمعت على زينب
أبنة ابن الخباز ، وحدثت سمع منها جماعة قال شيخنا في معجمه : اجازت لي
قديما ولم يتهيأ لي لقاؤها ، وماتت في شعبان سنة ثلاث ، وتبعه المقريزي في
عقوده"
676,( فاطمة ms4355 ) أم عمر ابنة الشرف موسى بن محمد بن محمد بن أبي بكر بن,,اثنتين وأربعين,Aleppo,ijaza_recipient,,89,"$ 676 ( فاطمة ms4355 ) أم عمر ابنة الشرف موسى بن محمد بن محمد بن أبي بكر بن
جمعة ابن أبي بكر بن محمد بن إسماعيل بن حسن الانصاري الحلبي ويعرف والدها
بابن الحنبلي . أحضرت في الخامسة سنة سبع وثمانين على الشرف أبي بكر
الحراني وابن المرحل وعمر بن ايدغمش ، وأجاز لها الشمس العسقلاني المقرى
ومحمد بن محمد ابن الطباخ ومحمد بن محمد بن عوض وآخرون ؛ وكانت أصيلة
تزوجها الشهاب أحمد ابن السفاح وولدت له عمر وغيره ، وماتت في رجب سنة
اثنتين وأربعين بحلب"
706,( قطلومك ) ابنة ناصر الدين محمد بن إبراهيم بن أبي بكر بن يعقوب بن,,,Damascus,"hadith_transmitter,hadith_student,ijaza_granter",,89,"$ 706 ( قطلومك ) ابنة ناصر الدين محمد بن إبراهيم بن أبي بكر بن يعقوب بن
الملك العادل السيف أبي بكر بن أيوب بن شاذى بن مروان الايوبية الدمشقية
أخت الشمس محمد ، ولدت سنة أربع وأربعين وسبعمائة تقريبا وأحضرت على نفيسة
ابنة ابن الخباز وعبد الغالب الماكسيني وعبد الرحيم بن أبي اليسر وأسمعت
على جماعة ، وحدثت سمع منها الفضلاء كابن موسى والابي في سنة خمس عشرة ،
وذكرها شيخنا في معجمه وقال أجازت لنا ، ماتت بدمشق . زاد غيره وكانت معمرة
بكرا عذراء PageV12P116 ."
,( ابن فخير ) كالذي قبله بدون تأنيث علي وأحمد وعبد الكريم مكيون وثالثهم أصغرهم حفظ,,,,,,88,"( ابن فخير ) كالذي قبله بدون تأنيث علي وأحمد وعبد الكريم مكيون وثالثهم أصغرهم حفظ
كتبا وعرضها وجلس مع الشهود بباب السلام وكتب أشياء منها عدة من تصانيفي |
( ابن الفرات ) باسم النهر محمد بن عبد الرحيم بن علي بن الحسن ناصر الدين
وابنه العز عبد العزيز وقريبه أحمد بن عبد الخالق بن علي بن الحسن المالكي
أما أبوه الصدر عبد الخالق فمن أواخر ذلك القرن وإن كان شيخنا أغفله ms4206 من
درره وعبد المغيث بن عبد الرحيم بن محمد بن محمد إمام البيبرسية ."
,( ابن النحاس ) أحمد بن إبراهيم بن,,,"Makkah,Damascus",,,88,"( ابن النحاس ) أحمد بن إبراهيم بن
محمد صاحب مصنف الجهاد وابن النحاس الذي بمكة محمد بن علي بن محمد بن عمر
الشافعي وابنه الوجيه عبد الرحمن الحنفي وابن النحاس الغزي قاضيها محمد بن
محمد بن أحمد بن محمد بن موسى وابن النحاس الدمشقي الخواجا هو محمد بن أبي
بكر بن اسماعيل وابنه عمر وابن النحاس الشاعر محمد بن محمد بن علي بن أحمد
وابن النحاس فاضل تاجر اسمه أحمد بن عبد الرزاق وابن النحاس ذاك الظالم
محمد بن أحمد بن محمد بن خلف أبو الخير ."
,( ابن النصيبي ) الضياء محمد بن عمر بن أبي بكر وابناه,,,Cairo,,,88,"( ابن النصيبي ) الضياء محمد بن عمر بن أبي بكر وابناه
أبو بكر وعمر وابن ثانيهما الجلال أبو بكر كان بالقاهرة في سنة ست وتسعين
وتردد إلي ومدحني فيها بل قبل ذلك في حياة جده حين كان يقرأ علي ولابن
الوردي في بعض بني النصيبي
# %~% إلى آل النصيبي قلبي مائل %~% وحبي لهم في محضري ومغيبي %~%
# %~% فبيني وبين القوم نوع تجانس %~% إذا طال أصل الورد فهو نصيبي % ( ابن
النظام ) بكسر وتخفيف محمد بن محمد بن أبي بكر ."
297,( زينب ) ابنة الأمين يحيى بن محمد الاقصرائي القاهري الحنفي شقيقة,,سبع وثمانين,Fez,ijaza_recipient,,88,"$ 297 ( زينب ) ابنة الأمين يحيى بن محمد الاقصرائي القاهري الحنفي شقيقة
أبي السعود محمد وهي أسن منه بثلاث سنين أمهما أمة أخذها أبوهما من سبي
قبرس فأعتقها ثم تزوجها ، أجاز لها في سنة سبع وثلاثين من ذكر في أخيها ،
وتزوجت بجانبك الظاهرى جقمق فاستولدها . ومات عنها شابا وترك ولدا منها
فتزوجها جقمق المحمدي ، وحجت غيرة مرة آخرها في سنة ست وثمانين واستمرت
مجاورة حتى ماتت في شوال سنة سبع وثمانين بعلة الاستسقاء ودفنت بجوار ابن
عمتها المحب الاقصرائي عوضها الله الجنة"
518,( عمائم ) ابنة زوج الشمس الامشاطي الحنفي ووالدة أبي الفوز الماضي .,wife,أربع وثمانين,,,,88,"$ 518 ( عمائم ) ابنة زوج الشمس الامشاطي الحنفي ووالدة أبي الفوز الماضي .
PageV12P084 ماتت في ذى الحجة سنة أربع وثمانين بعد تعللها مدة وصلى عليها
برحبة مصلى باب النصر في مشهد حافل ثم دفنت بحوش قريب من الروضة بتلك
النواحي وتأسف زوجها عليها وظهر حزنه وكآبته وكان قد حفظ صحبتها وقدم
عشرتها بحث رام منه غير واحد التزوج فامتنع منه بل ومن التسرى وغبطها
النساء بهذا وقد حجت معه وجاورت في الرجبية وأثكلت عدة أولاد منه ومن غيره
ولم يكن بها بأس رحمها الله وإيانا"
529,( فاطمة ) ابنة البرهان إبراهيم بن علي بن أبي البركات محمد بن محمد,,"سبع
وتسعين","Makkah,Madinah,Fez",,,88,"$ 529 ( فاطمة ) ابنة البرهان إبراهيم بن علي بن أبي البركات محمد بن محمد
بن ظهيرة اخت الجمال أبي السعود وأمها أمه لأبيها . ولدت في جمادى الأولى
سنة احدى وسبعين وثمانمائة بمكة وتزوجها ابن عمها فائز بن الفخر أبي بكر
وهي أسن منه اليسير وكان المهم في شعبان سنة سبع وثمانين وأنا بالمدينة
النبوية ورزق منها الاولاد ، وماتت تحته بعد النفاس في ربيع الأول سنة سبع
وتسعين ms4324 وكثر الثناء على حشمتها وتوددها وبرها وعقلها ولم يكن بأسرع من موت
المولود عوضها الله الجنة"
664,( فاطمة ) ابنة العلم محمد بن محمد بن محمد بن أحمد بن مسعود أم,,,,,,88,"$ 664 ( فاطمة ) ابنة العلم محمد بن محمد بن محمد بن أحمد بن مسعود أم
الحسن السنباطية ثم القاهرية شقيقة محمد وعبد اللطيف وهي أكبر . ماتت في
يوم الاثنين منتصف ربيع الآخر سنة أربع وثمانين وصلى عليها بباب النصر ثم
دفنت بحوش سعيد السعداء ، وكانت ممن تزوجت بالبقاعى في حال قله وفقره
فبمجرد ترعرعه رفضها وطلقها فتزوجت بشمس الدين بن عبد الحق السنباطي والد
الشرف عبد الحق ومات معها بعد أن حجت معه في البحر وجاورت فلم تتزوج بعده
حتى ماتت رحمها الله وإيانا"
725,( كمالية ) ابنة عبد الرحمن بن أبي بكر بن ms4363 عبد الله بن ظهيرة بن أحمد,,,,"hadith_student,ijaza_recipient",,88,"$ 725 ( كمالية ) ابنة عبد الرحمن بن أبي بكر بن ms4363 عبد الله بن ظهيرة بن أحمد
بن عطية ابن ظهيرة القرشية المكية اخت الكريمي عبد الكريم بن ظهيرة لابيه
أمها علما ابنة المحب ابن ظهيرة ، ولدت في صفر سنة خمس وثلاثين وثمانمائة
وأحضرت على محمد بن علي الزمزمي وسمعت من التقي بن فهد وغيره ، وأجاز لها
جماعة ، وتزوجها ابن عمها المحب أحمد بن عبد الحي بن أبي بكر قاضي جدة الآن
وأولدها عدة أولاد أكبرهم الجمال محمد ، ولها حشمة وتودد وعقل"
