entry_num,name_arabic,family_type,death_text,places,roles,texts,word_count,full_arabic_text
1005,( ابنة ابرك ) الجكمي أحد أمراء دمشق الطبلخانات ، وأمها خوند,,ست وستين,"Damascus,Fez",,,59,"$ 1005 ( ابنة ابرك ) الجكمي أحد أمراء دمشق الطبلخانات ، وأمها خوند
الأحمدية PageV12P161 جهة الظاهر خشقدم . تزوجها الزين ms4415 عبد الرحيم بن
العيني فاستولدها ابنه الشهاب أحمد ومات أبوه فرباه زوج جدته الظاهر المشار
إليه ، وماتت هي في يوم السبت رابع ذي القعدة سنة ست وستين وحضر السلطان
الصلاة عليها بالقلعة ثم دفنت بتربته"
,( ابن قطب ) الشهاب أحمد والصدر محمود ابنا,,,Damascus,writer,,58,"( ابن قطب ) الشهاب أحمد والصدر محمود ابنا
القطب محمد بن عمر بن محمد بن وجيه وأبوهما كتبت عنه أيضا ولأولهما نور
الدين علي وله الشهاب أحمد أوحد فضلاء الحنابلة وابن قطب عالم الغربية
الولوي محمد بن محمد بن أبي بكر بن اسماعيل وابن قطب برهان الدين إبراهيم
بن أحمد بن يوسف بن محمد الدمشقي الحنفي ."
103,( حبيبة ) المدعوة ست الأهل ابنة الرضى محمد بن المحب محمد بن الشهاب,,,,ijaza_recipient,,58,"$ 103 ( حبيبة ) المدعوة ست الأهل ابنة الرضى محمد بن المحب محمد بن الشهاب
أحمد بن الرضى إبراهيم بن محمد بن إبراهيم الطبري المكية وأمها عائشة ابنة
أحمد ابن حسن بن الزين القسطلاني . أجاز لها في سنة أربع عشرة وثمانمائة
عائشة PageV12P019 ابنة ابن عبد الهادى والزين المراغى وعبد القادر الارموى
وجماعة . وماتت في"
200,( رابعة ) ابنة الخواجا داود بن علي الكيلاني وتدعى سعدانة ، تزوجها,wife,,,,,58,"$ 200 ( رابعة ) ابنة الخواجا داود بن علي الكيلاني وتدعى سعدانة ، تزوجها
النجم محمد بن أبي البركات بن ظهيرة واستولدها ابنه النجم محمدا وكذا تزوج
بها محمد القرماني واستولدها ابنته ألف فهي والنجم اخوان لأم ، وماتت بعده
بدهر في يوم السبت حادى عشر جمادى الأولى سنة اثنتين وتسعين وكانت فيما قيل
لها مال ."
271,( زينب ) ابنة النجم محمد بن أبي بكر بن علي بن يوسف الأنصاري,,اثنتين وتسعين,Yemen,,,58,"$ 271 ( زينب ) ابنة النجم محمد بن أبي بكر بن علي بن يوسف الأنصاري
المرجاني المكي الماضي أبوها ، تزوجها المحب بن أبي السعادات بن ظهيرة
فولدت له أبا اليمن محمدا وأم الحسن وغيرها ومات عنها فتأيمت عليهما ،
وماتت في تاسع ربيع الآخر سنة اثنتين وتسعين وصلى عليها بعد العصر ثم دفنت
بالقرب من زوجها"
351,( ستيتة ) ابنة الاتابك ازبك أخت محمد الماضي لأبيه وسبطة الظاهر,,سبع وتسعين,,,,58,"$ 351 ( ستيتة ) ابنة الاتابك ازبك أخت محمد الماضي لأبيه وسبطة الظاهر
جقمق أيضا أمها فاطمة . تزوجها قانصوه أمير آخور وكان الدخول بها والمهم في
اثناء سنة اثنتين وتسعين . وولدت له ذكرا في أواخر سنة خمس وتسعين ولم يلبث
أن مات المولود ثم هي في طاعون سنة سبع وتسعين وتوجعت أمها عوضهما الله
الجنة"
365,( ستيت ) ابنة عبد الله بن أبي السرور محمد بن عبد الرحمن بن أبي,,أربعين وهي,"Makkah,Fez",ijaza_recipient,,58,"$ 365 ( ستيت ) ابنة عبد الله بن أبي السرور محمد بن عبد الرحمن بن أبي
الخير محمد بن أبي عبد الله الحسنى الفاسي المكي مات أبوها في رمضان سنة
أربعين وهي حامل فولدت في أواخرها وأوائل التي تليها وأجاز لها فيها وفيما
بعدها جماعة منهم زينب ابنة اليافعي . وماتت في ربيع الثاني سنة ثمانين
بمكة"
467,( عائشة ) ابنة سعد بن عبدالله المغربي القاهرية . تزوجها الشهاب,wife,,,,,58,"$ 467 ( عائشة ) ابنة سعد بن عبدالله المغربي القاهرية . تزوجها الشهاب
الأسيوطي فولدت له الولوي والمحبي وغيرهما وفارقها فتزوجت غيره ثم تأيمت
حتى ماتت وقد عمرت وأدركت ولاية ولدها للقضاء في العشر الثاني من جمادى ms4311
الثانية سنة خمس وسبعين وأمها فاطمة ابنة علي بن الجمال عبد الله الشهير
بأبي مدين الغماري ويعرف بابن قريش"
544,( فاطمة ) ابنة أحمد بن أبي الفضل محمد بن أحمد بن ظهيرة بن أحمد بن,,,,ijaza_recipient,,58,"$ 544 ( فاطمة ) ابنة أحمد بن أبي الفضل محمد بن أحمد بن ظهيرة بن أحمد بن
عطية ابن ظهيرة القرشية امها خديجة ابنة محمد بن عبد الوهاب اليافعي ، ولدت
في أواخر سنة ثمان وثلاثين وثمانمائة أو التي بعدها وأجاز لها في أوائل سنة
أربعين جماعة ولم تلبث أن ماتت في شوالها أو التي بعدها ."
545,( فاطمة ) المدعوة حليمة ابنة أحمد بن محمد بن إسماعيل بن إبراهيم بن,,,Makkah,hadith_transmitter,,58,"$ 545 ( فاطمة ) المدعوة حليمة ابنة أحمد بن محمد بن إسماعيل بن إبراهيم بن
محمد بن إبراهيم القرشي المخزومي الاصفوني المكية أم التقي بن فهد ، أجاز
لها باستدعاء ولدها ابن صديق وجمع ، وحدثت سمع منها ولدها وبنوه ؛ وماتت
عقب زيارتها النبي & في عاشر شعبان سنة سبع وثلاثين بمكة ودفنت بالمعلاة
رحمها الله"
616,( فاطمة ) ابنة عمر بن أبي راجح محمد بن علي بن أبي راجح محمد بن,,اثنتين وثمانين,"Makkah,Yemen",,,58,"$ 616 ( فاطمة ) ابنة عمر بن أبي راجح محمد بن علي بن أبي راجح محمد بن
ادريس ابن غانم بن مفرج القرشي العبدري شيخ الحجبة والدها وزوج القاضي نور
الدين PageV12P097 علي بن أبي اليمن ، تزوجها في سنة سبع وستين وولدت له
عبد القادر وعبد الحق ؛ وماتت في ذي القعدة سنة اثنتين وثمانين بمكة"
634,( فاطمة ) ابنة أبي البركات محمد بن أحمد بن أبي الخير محمد بن حسن,,,,ijaza_recipient,,58,"$ 634 ( فاطمة ) ابنة أبي البركات محمد بن أحمد بن أبي الخير محمد بن حسن
بن الزين أمحمد بن الأمين محمد بن القطب محمد أم الامان ابنة القسطلاني
قريبة الماضية قريبا ، حضرت في الاولى سنة تسع وثلاثين وثمانمائة على خالها
الجمال المرشدي وأجاز لها في سنة اربع وخمسين جماعة وتزوجها محمد بن أحمد
الفاكهي وماتت"
641,( فاطمة ms4343 ) ابنة الجمال أبي اليمن محمد بن الزين أبي بكر بن الحسين أم,,ثمان وسبعين,Yemen,,,58,"$ 641 ( فاطمة ms4343 ) ابنة الجمال أبي اليمن محمد بن الزين أبي بكر بن الحسين أم
الحسين ابنة المراغي . أحضرت في الرابعة في المحرم سنة اثنتي عشرة
وثمانمائة على جدها مشيخة البروجردى وقرأ عليها ابن عمها محمد بن أبي الفرح
لأجل اسماع أولاده ثلاثة أحاديث من أولها ، وماتت في سنة ثمان وسبعين رحمها
الله"
840,( أم الحسن ) ابنة المحب محمد بن الشهاب أحمد بن الرضى إبراهيم بن,mother/kunya,,Makkah,ijaza_recipient,,58,"$ 840 ( أم الحسن ) ابنة المحب محمد بن الشهاب أحمد بن الرضى إبراهيم بن
محمد ابن إبراهيم الطبري المكية ، امها أم الحسن ابنة أبي العباس بن عبد
المعطي ، PageV12P136 أجاز لها في جملة اخوتها سنة احدى وسبعين وسبعمائة
النشاورى والجمال الاميوطي والكمال بن حبيب وآخرون . ماتت في جمادى الاولى
سنة خمس عشرة بمكة"
868,( أم الحسين ) ابنة القاضي نور الدين على بن أحمد بن عبد العزيز,mother/kunya,سبع,,,,58,"$ 868 ( أم الحسين ) ابنة القاضي نور الدين على بن أحمد بن عبد العزيز
النويرى المكي و أمها أم الهدى ابنة الجمال محمد بن عيسى القرشية ، اجاز
لها سنة خمس و تسعين و سبعمائة جماعة ، و تزوجها الخطيب أبو الفضل بن المحب
النويرى و ولدت له عدة . و ماتت سنة سبع و عشرين"
1031,( ابنة قرقماس ) الجلب زوج تمراز العزيزي رأس نوبة النوب ، ماتت في,wife,,,,,58,"$ 1031 ( ابنة قرقماس ) الجلب زوج تمراز العزيزي رأس نوبة النوب ، ماتت في
يوم الجمعة تاسع ذي القعدة سنة تسع وسبعين وهرع الناس للصلاة عليها قبل
الجمعة في سبيل المؤمني وكان ممن شهدها السلطان ودفنت بتربته وقرر هناك
جماعة يحضرون كل يوم للقراء مع شيخ التربة ، وحج عنها الشهاب البيجوري نزيل
دمياط رحمها الله"
4,( آسية ) ابنة عبد الملك بن عبد اللطيف بن الجيعان أخت عبد اللطيف,,,,reader,,57,"$ 4 ( آسية ) ابنة عبد الملك بن عبد اللطيف بن الجيعان أخت عبد اللطيف
ومحمد . ولدت في صفر سنة خمس وثلاثين وتعلمت الكتابة وقرأت عقيدة الغزالى ،
وتزوجت عبد الباسط بن كاتب اقباى واستولدها الأمين أبا سعيد محمدا وازدان
زوج يونس بن جقمق الحاجب الحنفى أحد من يشتغل ، وحجت آسية غير مرة ."
37,( إقليم شاه ) ابنة القاضى بمصر والشام الشمس محمد بن محمد بن عثمان,,"بضع
وستين","Egypt,Damascus",,,57,"$ 37 ( إقليم شاه ) ابنة القاضى بمصر والشام الشمس محمد بن محمد بن عثمان
بن محمد بن أحمد بن محمد بن أبى بكر بن عيسى الاخنائى الدمشقى الشافعى
المتوفى كما مضى في سنة ست عشرة ، تزوجت بأمير المؤمنين المعتضد داود ومات
عنها فتزوجها أخوه المستنجد يوسف وفارقها فتوجهت لدمشق . وماتت سنة بضع
وستين"
73,( بلقيس ) ابنة التاج محمد بن الجلال عبد الرحمن بن عمر بن رسلان,,,,,الحكم,57,"$ 73 ( بلقيس ) ابنة التاج محمد بن الجلال عبد الرحمن بن عمر بن رسلان
البلقينى شقيقة جنة وابى السعادات محمد الماضيين وهي أكبر تزوجها المحب
القاياتى أمين الحكم وولدت له مهجا وسعادات . ومات عنها فتزوجها الشهاب بن
السديد وحجت معه وكذا تزوجها غيره وتأيمت وأثكلت كلا من أخويها . ماتت في
سنة سبع وتسعين"
109,( حسيبة ) كنفيسة ابنة يحيى بن أبي الخير بن عبد القوي شقيقة إدريس,,"تسع
وسبعين","Madinah,Fez",,,57,"$ 109 ( حسيبة ) كنفيسة ابنة يحيى بن أبي الخير بن عبد القوي شقيقة إدريس
ومعمر واخوتهما . ولدت في جمادى الاولى سنة ثلاث وأربعين وثمانمائة وتزوجها
النور الفاكهى بكرا واستولدها أولادا ، وماتت تحته في جمادى الاولى سنة تسع
وسبعين بالمدينة شهيدة اثر نفاس ودفنت بالبقيع بالقرب من السيد عثمان رضي
الله عنه ورحمها PageV12P020"
328,( ست العرب ) ابنة الجمال إبراهيم بن ناصر الدين محمد بن الكمال عمر,sitt (lady),,Aleppo,hadith_transmitter,,57,"$ 328 ( ست العرب ) ابنة الجمال إبراهيم بن ناصر الدين محمد بن الكمال عمر
بن عبد العزيز بن أبي جرادة وابن العديم أيضا الحلبي ؛ حدثت في سنة تسع
وعشرين وثمانمائة بأجزاء باجازتها من أبي محمد عبد الله بن محمد بن إبراهيم
بن المهندس أخذها عنها المحب محمد بن الشحنة وكانت أصيلة . ماتت في"
366,( ستيت ) ابنة عبد الهادي بن أبي اليمن محمد بن أحمد بن الرضي,,,Yemen,ijaza_recipient,,57,"$ 366 ( ستيت ) ابنة عبد الهادي بن أبي اليمن محمد بن أحمد بن الرضي
إبراهيم بن محمد بن إبراهيم الطبرى المكي أخت أم هاني ، وأمها زينب ابنة
أبي عبد الله محمد ابن أبي العباس بن عبد المعطي الماضية وأبوها . حضرت في
سنة سبع ms4294 وثمانمائة على جدها وأجاز لها في سنة خمس جماعة"
414,( شقراء ) ابنة سالم العبادي الازبكي شقيقة بني سالم . ولدت بعيد,,,,,,57,"$ 414 ( شقراء ) ابنة سالم العبادي الازبكي شقيقة بني سالم . ولدت بعيد
الخمسين حين تزوج استاذ أبيها بابنة استاذه وتزوجها مملوكه نوروز ثم تزوجها
غيره بعد طلاقه وحجت غير مرة وكانت في موسم سنة ثمان وتسعين وتأخرت مع
أختها وأمهما ثم رجعوا في البحر في جمادى الاولى ولشقراء ابنة مع تمر باي
كاشف الشرقية"
461,( عائشة ) ابنة النجم أبي بكر بن أبي عبدالله محمد بن عمر بن قوام,,ثلاث,,"hadith_transmitter,hadith_student",,57,"$ 461 ( عائشة ) ابنة النجم أبي بكر بن أبي عبدالله محمد بن عمر بن قوام
البالسية ثم الصالحية . سمعت على أبي بكر بن أحمد بن أبي محمد المغاري وعبد
القادر ابن القريشة وحدثت سمع منها الأئمة كشيخنا وذكرها في معجمه وقال :
ماتت في ثالث عشر شعبان سنة ثلاث ، وتبعه المقريزي في عقوده"
501,( عائشة ) ابنة الحريري أخت جارنا الشهاب أحمد وأم أحمد الحجازي كانت,,,,virtuous,,57,"$ 501 ( عائشة ) ابنة الحريري أخت جارنا الشهاب أحمد وأم أحمد الحجازي كانت
خيرة أثكلت ولدها المشار اليه . وماتت وقد قاربت الثمانين فأكثر غروب ليلة
الاثنين سادس رمضان سنة ثمان وسبعين بعد أن وقفت ملكها المجاور لنا على خبز
في ليلة وقت الغمرى وقراءة وغير ذلك ودفنت من الغد عند ولدها عوضهما الله
خيرا"
629,( فاطمة ) ابنة الكمال محمد بن الشهاب أحمد بن حسن الاذرعي الماضي,,,Zabid,,,57,"$ 629 ( فاطمة ) ابنة الكمال محمد بن الشهاب أحمد بن حسن الاذرعي الماضي
أبوها وجدها ، تزوجها غير واحد من الآحاد ثم النجم بن حجي وولدت له عدة
وأخذت بلبه بحيث فارق قريبته ابنة عبد الرحيم بن البارزى ومات عنها فتأيمت
على كفالة ابنيها البهاء محمد وست القضاة حفصة مع أنهما عند عمتها الست
زبيدة"
850,( أم الحسين ) بالتصغير ابنة الشهاب أحمد بن إبراهيم بن أحمد بن أبي,mother/kunya,أربع وثلاثين,Makkah,,,57,"$ 850 ( أم الحسين ) بالتصغير ابنة الشهاب أحمد بن إبراهيم بن أحمد بن أبي
بكر بن عبد الوهاب المرشدي المكي ، اجاز لها العز بن جماعة الصغير في سنة
خمس عشرة . ماتت بكرا في صفر سنة أربع وثلاثين بمكة . أرخها ابن فهد . وقال
ان أخاها أبا بكر لم يجب من سأله تزويجها"
1062,( زوجة الجلال البكري ) امرأة شريفة . تزوجها بعد الشهاب المحلى,wife,,,,,57,"$ 1062 ( زوجة الجلال البكري ) امرأة شريفة . تزوجها بعد الشهاب المحلى
قاضي PageV12P166 إسكندرية فأقامت معه مدة . وماتت في سابع عشر ذي الحجة
سنة اثنتين وثمانين وصلى عليها من الغد بمصلى باب النصر ثم دفنت بحوش
البيبرسية وفرق ثلثها وهو قدر كبير بل فرق أيضا من حصته مع كونه أجحف فيها
رحمها الله"
,( ابن المفضل ) محمد بن عمر بن عبد العزيز وابنه,,,,,,56,"( ابن المفضل ) محمد بن عمر بن عبد العزيز وابنه |
( ابن مفلح ) الشرف عبد الله والتقي إبراهيم ابنا الشمس محمد بن مفلح بن
محمد فأولهما له أكمل الدين محمد والد إبراهيم والد النجم عمر وثانيهما له
النظام عمر والصدر أبو بكر فللنظام وللصدر العلاء علي وله ابنان الصدر عبد
المنعم و ."
47,( أمة الخالق ) ابنة الشيخ الصالح الشمس محمد بن يوسف الخزرجى,,خمسين وقال,,"ijaza_granter,ijaza_recipient",,56,"$ 47 ( أمة الخالق ) ابنة الشيخ الصالح الشمس محمد بن يوسف الخزرجى
الانبابى ابنة أخى المجد اسماعيل الانبابى نزيلة انبابة من بولاق من بيت
صلاح وخير أجاز لها جماعة منهم عائشة ابنة ابن عبد الهادى ، أجازت لنا
وماتت قريبا من سنة خمسين وقال البقاعى سنة تسع وأربعين ظنا ، وفى ظنى
تأخرها عنها"
270,( زينب ms4276 ) ابنة أبى اليمن محمد بن أبي بكر بن الحسين بن عمر المراغي,,تسع وخمسين,"Madinah,Yemen",ijaza_recipient,,56,"$ 270 ( زينب ms4276 ) ابنة أبى اليمن محمد بن أبي بكر بن الحسين بن عمر المراغي
المدنية أجاز لها في سنة ثلاث وتسعين وسبعمائة فما بعدها جماعة كالتنوخي
وابن الشيخة والصردي والشهاب بن المنفر والبلقيني وابن الملقن والعراقي
والهيثمي ، وماتت PageV12P046 في سنة تسع وخمسين بالمدينة . ذكرها النجم بن
فهد في معجمه"
353,( ستيتة ) المدعوة تيتي ابنة داود الكيلاني المكية شقيقة سعدانه أم,,,,,,56,"$ 353 ( ستيتة ) المدعوة تيتي ابنة داود الكيلاني المكية شقيقة سعدانه أم
النجم بن ظهيرة الآتية وهذه أسن وجدة الخطيب أبي بكر النويرى لأمه ماتت في
ليلة الجمعة سادس عشر ذي الحجة سنة ثلاث وتسعين وهي في عشر الثمانين وصلى
عليها ضحى عند باب الكعبة ودفنت بالمعلاة بالقرب من الفضيل بن عياض رحمها
الله"
364,( ستيت ) ابنة الشيخ عبد الله بن الشيخ الكبير عمر العرابي المكي زوج,wife,ثمان وثمانين,Madinah,virtuous,,56,"$ 364 ( ستيت ) ابنة الشيخ عبد الله بن الشيخ الكبير عمر العرابي المكي زوج
السراج معمر المالكي وأم أولاده كانت خيرة جاورت مع زوجها بالمدينة النبوية
غيرة مرة ، وماتت في عصر يوم الجمعة رابع عشر رمضان سنة ثمان وثمانين ودفنت
من الغد بتربة جدها من المعلاة وتأسف زوجها عليها كثيرا عوضها الله الجنة"
428,( صالحة ) ابنة البهاء أحمد بن التقي علي بن عبد الكافي السبكي .,,,,"ijaza_granter,ijaza_recipient,righteous",,56,"$ 428 ( صالحة ) ابنة البهاء أحمد بن التقي علي بن عبد الكافي السبكي .
أجاز لها ابن اميلة وطبقته فيما نقله الزين رضوان عن شيخنا ، وقال الزين
مرة أخرى أجاز لها جماعة من أصحاب أبي الفضل بن عساكر أجازت لابن شيخنا
وغيره قريب العشرين . ( صالحة * ابنة صالح . في زينب"
532,( فاطمة ) ابنة أحمد بن أرغون شاه الاشرفي شعبان بن حسين أخت خليل,,اثنتين وسبعين,,,,56,"$ 532 ( فاطمة ) ابنة أحمد بن أرغون شاه الاشرفي شعبان بن حسين أخت خليل
الماضي وأبوهما ، وأمها مستولدة أبيها . تزوجها الناصري محمد بن الظاهر
جقمق حين امرية أبيه وعمل أبوه لذلك مهما حافلا واستمرت تحته حتى مات وخلف
منها ابنه وتزوجها بعده الناصري كسباي الشمسي . وماتت في سنة اثنتين وسبعين
تقريبا"
783,( منصورة ) ابنة عبد الله بن التقي محمد بن أحمد بن قاسم أم منصور,,سبع وخمسين,Makkah,"ijaza_granter,ijaza_recipient",,56,"$ 783 ( منصورة ) ابنة عبد الله بن التقي محمد بن أحمد بن قاسم أم منصور
العمري الحرازى المكي المالكي ، أجاز لها في سنة خمس وتسعين فما بعدها
التنوخى وابن العلائي وابن الذهبي وابن منيع وابن قوام وابن أبي المجد
وآخرون أجازت لنا . وماتت في عشرى رمضان سنة سبع وخمسين بمكة رحمها الله"
794,( نسيم ) الحبشية عتيقة خديجة ابنة صالح بن أبي المنصور الشيباني,,,Makkah,,,56,"$ 794 ( نسيم ) الحبشية عتيقة خديجة ابنة صالح بن أبي المنصور الشيباني
وتعرفه بالجنيدية لسكناها جوار زاوية الجنيد بمكة ، ربتها سيدتها صغيرة
فنشأت في عز ورفاهية ثم لم يكن يفتر لسانها عن ذكر الله . ماتت بمكة في ذي
الحجة سنة تسع وخمسين وكانت صديقة لأم بني ابن فهد وأثنى عليها ابنها النجم"
800,ms4377 ( نور الصباح ) الحبشية مولاة الجمالي أبي السعود بن ظهيرة وأم عدة,,ثلاث وتسعين,,,,56,"$ 800 ms4377 ( نور الصباح ) الحبشية مولاة الجمالي أبي السعود بن ظهيرة وأم عدة
من أولاده . ماتت في آخر يوم الاثنين خامس عشرى شعبان سنة ثلاث وتسعين
وسيدها حينئذ بأرض خالد من وادي مر كان سافر اليها أول الشهر فصلى عليها
بعد صلاة الصبح عند باب الكعبة ثم دفنت في تربتهم من المعلاة"
893,( أم الخير ) ابنة عبد اللطيف بن موسى بن عميرة بن صالح القرشي,mother/kunya,خمس وسبعين,Makkah,,,56,"$ 893 ( أم الخير ) ابنة عبد اللطيف بن موسى بن عميرة بن صالح القرشي
المخزومي اليبناوي المكية الماضي أبوها وأختها أم الحسين . ولدت في ذي
الحجة سنة ثمان وتزوجها ابن عمها علي بن محمد بن موسى ومات عنها ثم أضرت .
وماتت في جمادى الأولى سنة خمس وسبعين بمكة ، أرخها ابن فهد"
932,( أم كلثوم ) ابنة عبد الواحد بن الزين محمد بن أحمد بن محمد بن,mother/kunya,خمس وخمسين,Makkah,"hadith_student,ijaza_recipient",,56,"$ 932 ( أم كلثوم ) ابنة عبد الواحد بن الزين محمد بن أحمد بن محمد بن
المحب أحمد بن عبد الله الطبرية المكية شقيقة ms4401 فاطمة وأم الحسين . سمعت من
جدها الزين الطبرى ، وأجاز لها في سنة ثمان وثمانين وسبعمائة النشاوري وابن
حاتم وآخرون . ماتت في جمادى الآخرة سنة خمس وخمسين بمكة"
947,( أم كلثوم ) ابنة المحب محمد بن الرضي محمد بن الشهاب أحمد بن الرضي,mother/kunya,,,ijaza_recipient,,56,"$ 947 ( أم كلثوم ) ابنة المحب محمد بن الرضي محمد بن الشهاب أحمد بن الرضي
إبراهيم بن محمد بن إبراهيم الطبري المكية وتسمى فاطمة ومباركة وتدعى رئيسة
شقيقة أبي السعادات محمد وأخوته . ولدت في جمادى الأولى سنة اثنتين وأربعين
وثمانمائة ، وأجاز لها أبو الفتح المراغي والزين الأميوطي وأبو جعفر بن
العجمي وآخرون"
986,( أم هانئ ) ابنة الجمال بن ظهيرة أختها وأمها زينب ابنة القاضي أبي,mother/kunya,بمنى ودفنت,Makkah,ijaza_recipient,,56,"$ 986 ( أم هانئ ) ابنة الجمال بن ظهيرة أختها وأمها زينب ابنة القاضي أبي
الفضل محمد بن أحمد النويري المكية ms4411 . ولدت في شعبان سنة ست وتسعين وسبعمائة
بمكة ، وأجاز لها البلقيني والعراقي والهيثمي وابنة ابن المنجا وفاطمة ابنة
ابن عبد الهادي وآخرون . وماتت في ذي الحجة سنة بمنى ودفنت بالمعلاة"
11,( آمنة ) ابنة الصدر أحمد بن البدر محمد بن زيد البعلية خالة قاضى,,,"Bukhara,Baalbek","hadith_student,ijaza_granter,virtuous",صحيح,55,"$ 11 ( آمنة ) ابنة الصدر أحمد بن البدر محمد بن زيد البعلية خالة قاضى
الحنابلة ببعلبك ، سمعت في جمادى الثانية سنة خمس وتسعين وسبعمائة على أبى
الفرج عبد الرحمن بن محمد بن الزعبوب بعض صحيح البخارى قال أنا الحجار
وأجازت لنا ، وكانت أصيلة خيرة ، ماتت بعيد الستين تقريبا رحمها الله"
16,( آمنة ) ابنة القاضى كريم الدين عبد الكريم بن أحمد بن عبد العزيز,,خمس وستين,,,,55,"$ 16 ( آمنة ) ابنة القاضى كريم الدين عبد الكريم بن أحمد بن عبد العزيز
اللخمى أخت أنس زوج شيخنا ، كانت سمراء تشبه أبناء الاماء وهى زوج ابن مطيع
، ماتت في ليلة السبت مستهل ذى القعدة سنة خمس وستين عن نيف وتسعين سنة
ودفنت بالصوفية ممتعة بحواسها بل كانت أصح إخوتها بدنا"
233,( زينب ) ابنة إسماعيل بن محمد بن ميكائيل الحلبي ثم المقدسي نزيل,,عشر وتزوجها,"Makkah,Aleppo",,,55,"$ 233 ( زينب ) ابنة إسماعيل بن محمد بن ميكائيل الحلبي ثم المقدسي نزيل
مكة أمها فاطمة ابنة أبي العباس بن عبد المعطي . مات أبوها سنة عشر وتزوجها
العفيف عبد الله بن محمد بن أبي العباس بن عبدالمعطي وأولدها أبا القسم .
ماتت بمكة ms4268 في شوال سنة اثنتين وثمانين ودفنت عند أمها"
277,( زينب ) ابنة الجمال محمد بن عبد الملك بن أبي محمد المرجاني المكي,,,"Makkah,Fez",,,55,"$ 277 ( زينب ) ابنة الجمال محمد بن عبد الملك بن أبي محمد المرجاني المكي
وأمها منصورة ابنة علي الفاسي . تزوجها الشريف عبد الرحمن بن أبي الخير
الفاسي فولدت له زينب وغيرها وفارقها فلم تتزوج حتى ماتت وكانت وفاتها في
ذي الحجة سنة ست وعشرين بمكة ms4277 . ذكرها الفاسي وهي إبنة عمته"
343,( ست الكل ) وتدعى سعيدة وتلقب سعادة ابنة ms4290 على بن محمد بن عمر بن عبد,sitt (lady),,Makkah,righteous,,55,"$ 343 ( ست الكل ) وتدعى سعيدة وتلقب سعادة ابنة ms4290 على بن محمد بن عمر بن عبد
الله بن أبي بكر الفاكهي . ولدت في رجب ظنا سنة ثمان عشرة وتزوجها أبو
البركات بن أحمد بن الزين فولدت له عدة ، وكانت صالحة مباركة . ماتت في سلخ
المحرم سنة اثنتين وأربعين بمكة"
433,( صفية ) ابنة العماد إسماعيل بن محمد بن العز محمد بن أبي العز بن,,إحدى,,"hadith_student,ijaza_granter,narrator",,55,"$ 433 ( صفية ) ابنة العماد إسماعيل بن محمد بن العز محمد بن أبي العز بن
الكشك الصالحية أخت النجم بن الكشك ، روت عن الحجار وأيوب الكحال بالاجازة
وسمعت من عبد القادر الارموي وغيره . ذكرها شيخنا في معجمه وقال أجازت لي .
وماتت في المحرم سنة إحدى ، وتبعه المقريزي في عقوده"
539,( فاطمة ) ابنة أحمد بن عبد الله أم الخير ابنة الشهاب بن القماح,,,,"hadith_transmitter,hadith_student",,55,"$ 539 ( فاطمة ) ابنة أحمد بن عبد الله أم الخير ابنة الشهاب بن القماح
ابنة اخت التاج الشرابيشى ، ولدت تقريبا سنة اربع وسبعين وسبعمائة ، وأجاز
لها الحراوى وسمعت اليسير من دلائل النبوة للبيهقي على الزين بن الشيخة
وغيره مع أخيها ، وحدثت سمع منها الفضلاء قرأ عليها البقاعي . وماتت في"
826,( أم حبيبة ),mother/kunya,تسع,Makkah,ijaza_recipient,,55,"$ 826 ( أم حبيبة ) 
ابنة الكمال محمد بن موسى ms4382 الدميرى ، أجاز لها في سنة سبع وتسعين وسبعمائة
أبو الخير بن العلائي وابو هريرة بن الذهبي وابن أبي المجد وآخرون ، تزوجها
الجمال محمد بن إبراهيم المرشدي فأولدها أبا الفضائل محمدا وعبد الرحمن
وعائشة ، وماتت بمكة في ربيع الآخر سنة تسع"
836,( أم الحسن ) ابنة عبد اللطيف بن موسى بن عميرة بن موسى القرشي,mother/kunya,,Fez,,,55,"$ 836 ( أم الحسن ) ابنة عبد اللطيف بن موسى بن عميرة بن موسى القرشي
المخزومي المكي اليبناوي أخت أم الخير الآتية . ولدت في ذي القعدة سنة ثلاث
، وتزوجها ابن ms4384 عمها علي بن محمد بن موسى وماتت عنده وكان موته هو في صفر
سنة تسع وثلاثين فاستفدنا ان وفاتها قبل ذلك"
984,( أم هانئ ) ابنة العز محمد بن أحمد بن أبي الفضل محمد بن أحمد بن,mother/kunya,اثنتين وأربعين,,ijaza_recipient,,55,"$ 984 ( أم هانئ ) ابنة العز محمد بن أحمد بن أبي الفضل محمد بن أحمد بن
عبد العزيز النويري المكية . ولدت في سنة عشر ، وأجاز لها في سنة خمس عشرة
عائشة ابنة ابن عبد الهادي وعبد القادر الأرموي وابن طولوبغا وابن الشرائحي
وغيرهم . وماتت في ذي الحجة سنة اثنتين وأربعين"
128,( حواء ) ابنة السراج عمر بن حسين الحمصي سبطة البدر بن السراج,,,,,,54,"$ 128 ( حواء ) ابنة السراج عمر بن حسين الحمصي سبطة البدر بن السراج
البلقيني هي وأخوها لأمها البدر محمد أمهما جنة ، وتزوجها الولوى البلقيني
واستولدها زهور ثم تزوجها أمير المؤمنين القائم بأمر الله حمزة بن محمد بن
أبي بكر ثم الشمس بن المرخم وتأيمت بعده وهي الآن حية افتقرت وكذا ابنتها"
